attribute,global_step,epoch,train_loss,eval_loss,learning_rate,grad_norm,timestamp
verbosity,90,0.359102,0.76323177,,9.91450492468e-05,0.28906250,2026-07-01T11:43:18.067373+00:00
verbosity,90,0.359102,0.87073076,0.80741635,9.91450492468e-05,0.28906250,2026-07-01T11:43:23.631750+00:00
verbosity,100,0.399002,0.76095853,,9.87143451969e-05,0.30859375,2026-07-01T11:43:34.742979+00:00
verbosity,100,0.399002,0.74353939,0.80676691,9.87143451969e-05,0.30859375,2026-07-01T11:43:40.309379+00:00
verbosity,110,0.438903,0.86695217,,9.81975841974e-05,0.31445312,2026-07-01T11:43:51.594195+00:00
verbosity,110,0.438903,0.91020221,0.80568500,9.81975841974e-05,0.31445312,2026-07-01T11:43:57.159304+00:00
verbosity,120,0.478803,0.76890803,,9.75957835546e-05,0.28515625,2026-07-01T11:44:06.973712+00:00
verbosity,120,0.478803,0.78031886,0.80584419,9.75957835546e-05,0.28515625,2026-07-01T11:44:12.530934+00:00
verbosity,130,0.518703,0.78538882,,9.69101279854e-05,0.28320312,2026-07-01T11:44:23.784237+00:00
verbosity,130,0.518703,0.91831297,0.80352521,9.69101279854e-05,0.28320312,2026-07-01T11:44:29.352938+00:00
verbosity,140,0.558603,0.80239835,,9.61419672853e-05,0.32226562,2026-07-01T11:44:39.703621+00:00
verbosity,140,0.558603,0.79098362,0.80318562,9.61419672853e-05,0.32226562,2026-07-01T11:44:45.270518+00:00
verbosity,150,0.598504,0.79742562,,9.52928136711e-05,0.34375000,2026-07-01T11:44:56.920368+00:00
verbosity,150,0.598504,0.76252764,0.80252513,9.52928136711e-05,0.34375000,2026-07-01T11:45:02.487681+00:00
verbosity,160,0.638404,0.75959952,,9.43643388039e-05,0.23925781,2026-07-01T11:45:13.282104+00:00
verbosity,160,0.638404,0.78127319,0.80240484,9.43643388039e-05,0.23925781,2026-07-01T11:45:18.837669+00:00
verbosity,170,0.678304,0.75367480,,9.33583704983e-05,0.27343750,2026-07-01T11:45:29.907208+00:00
verbosity,170,0.678304,0.78390998,0.80169157,9.33583704983e-05,0.27343750,2026-07-01T11:45:35.467602+00:00
verbosity,180,0.718204,0.80300529,,9.22768891239e-05,0.32226562,2026-07-01T11:45:45.320757+00:00
verbosity,180,0.718204,0.75103122,0.80094527,9.22768891239e-05,0.32226562,2026-07-01T11:45:50.883179+00:00
verbosity,190,0.758105,0.75788373,,9.11220237069e-05,0.31640625,2026-07-01T11:46:01.595614+00:00
verbosity,190,0.758105,0.71052247,0.80081393,9.11220237069e-05,0.31640625,2026-07-01T11:46:07.158501+00:00
verbosity,200,0.798005,0.79416656,,8.98960477389e-05,0.37304688,2026-07-01T11:46:16.631243+00:00
verbosity,200,0.798005,0.78545266,0.80047865,8.98960477389e-05,0.37304688,2026-07-01T11:46:22.190381+00:00
verbosity,210,0.837905,0.77232944,,8.86013747012e-05,0.28125000,2026-07-01T11:46:31.784740+00:00
verbosity,210,0.837905,0.84980839,0.79982877,8.86013747012e-05,0.28125000,2026-07-01T11:46:37.351118+00:00
verbosity,220,0.877805,0.79036573,,8.72405533134e-05,0.29296875,2026-07-01T11:46:47.891889+00:00
verbosity,220,0.877805,0.72132772,0.79959618,8.72405533134e-05,0.29296875,2026-07-01T11:46:53.457315+00:00
verbosity,230,0.917706,0.71761707,,8.58162625163e-05,0.32031250,2026-07-01T11:47:04.402673+00:00
verbosity,230,0.917706,0.81810397,0.79917383,8.58162625163e-05,0.32031250,2026-07-01T11:47:09.964758+00:00
verbosity,240,0.957606,0.73704117,,8.43313061976e-05,0.24804688,2026-07-01T11:47:21.740612+00:00
verbosity,240,0.957606,0.69559056,0.79913373,8.43313061976e-05,0.24804688,2026-07-01T11:47:27.303033+00:00
verbosity,250,0.997506,0.75638865,,8.27886076726e-05,0.44335938,2026-07-01T11:47:39.629161+00:00
verbosity,250,0.997506,0.97383946,0.79891741,8.27886076726e-05,0.44335938,2026-07-01T11:47:45.194224+00:00
verbosity,251,1.000000,0.78704863,0.79893340,8.26312779698e-05,0.38867188,2026-07-01T11:47:51.920626+00:00
verbosity,260,1.035910,0.82863922,,8.1191203929e-05,0.31250000,2026-07-01T11:48:02.205981+00:00
verbosity,260,1.035910,0.77970159,0.79901731,8.1191203929e-05,0.31250000,2026-07-01T11:48:07.774476+00:00
verbosity,270,1.075810,0.76557680,,7.95422396483e-05,0.35351562,2026-07-01T11:48:17.816303+00:00
verbosity,270,1.075810,0.92100716,0.79971539,7.95422396483e-05,0.35351562,2026-07-01T11:48:23.382686+00:00
verbosity,280,1.115711,0.76352445,,7.78449610152e-05,0.27343750,2026-07-01T11:48:32.221438+00:00
verbosity,280,1.115711,0.65094227,0.79900701,7.78449610152e-05,0.27343750,2026-07-01T11:48:37.787496+00:00
verbosity,290,1.155611,0.75463398,,7.6102709327e-05,0.32421875,2026-07-01T11:48:47.230495+00:00
