evaluator,p_name,method,params,predicted_delta_u_p,predicted_min_axis_delta,observed_delta_u_p
armorm,balanced,Fair,"alpha=0.5,eps=0.1",0.00014108637925758696,-0.008913131062446351,0.002724609374999987
armorm,balanced,Fair,"alpha=1.0,eps=0.01",7.125185672306974e-06,-0.00045265636419565785,0.0006494140625000089
armorm,balanced,Fair,"alpha=1.0,eps=0.02",1.425037396967203e-05,-0.0009053127790744035,-0.000390625
armorm,balanced,Fair,"alpha=1.0,eps=0.05",3.562593491825623e-05,-0.0022632819396876318,0.0008544921874999779
armorm,balanced,Fair,"alpha=1.0,eps=0.1",7.125187358588287e-05,-0.004526564139737823,0.00045898437499998236
armorm,balanced,Fair,"alpha=2.0,eps=0.01",3.5800426897776196e-06,-0.00022807029259921268,0.0006494140625000089
armorm,balanced,Fair,"alpha=2.0,eps=0.02",7.1600853444600715e-06,-0.0004561405844476063,0.0006494140625000089
armorm,balanced,Fair,"alpha=2.0,eps=0.05",1.7900213307939286e-05,-0.0011403514587175908,-0.00034667968749997337
armorm,balanced,Fair,"alpha=2.0,eps=0.1",3.580042686942701e-05,-0.002280702939562238,0.0008544921874999779
armorm,dominant_helpfulness,Avg,rho=0.0,0.18275041504236192,-0.1294396594089945,0.0006332397460937222
armorm,dominant_helpfulness,Avg,rho=0.1,0.18275041504236164,-0.12943965940899432,0.0006332397460937222
armorm,dominant_helpfulness,Avg,rho=0.2,0.1827504150423619,-0.1294396594089945,0.0006332397460937222
armorm,dominant_helpfulness,Avg,rho=0.5,0.1117756723650227,-0.08718170005441661,0.00031433105468751943
armorm,dominant_helpfulness,MaxMin,c=0.0,0.10751709266459886,-0.09220892767529637,-0.0025802612304687417
armorm,dominant_helpfulness,MaxMin,c=0.1,0.10271559955000191,-0.07041555225314942,0.0011505126953125083
armorm,dominant_helpfulness,MaxMin,c=0.25,0.0832290328897618,-0.05316256600573972,-7.629394531249306e-05
armorm,dominant_helpfulness,MaxMin,c=0.5,0.05452640055274079,-0.03482875227301945,0.0006088256835937444
armorm,dominant_helpfulness,MaxMin,c=0.75,0.027117985631547995,-0.01732162024505784,-0.004078674316406253
armorm,dominant_helpfulness,MaxMin,c=0.9,0.010828203497321455,-0.0069165177482286505,-0.0033172607421874944
armorm,dominant_helpfulness,MaxMin,c=0.95,0.005411615367395858,-0.003456670697446897,-0.005474853515625044
armorm,dominant_helpfulness,Fair,"alpha=0.0,eps=0.01",0.015655571042371422,-0.010000000000000009,-0.003567504882812489
armorm,dominant_helpfulness,Fair,"alpha=0.0,eps=0.02",0.03131114208474293,-0.019999999999999993,-0.004328918457031275
armorm,dominant_helpfulness,Fair,"alpha=0.0,eps=0.05",0.0782778552118572,-0.05000000000000002,-0.00014648437500000555
armorm,dominant_helpfulness,Fair,"alpha=0.0,eps=0.1",0.15655571042371436,-0.10000000000000002,0.004327392578124978
armorm,dominant_helpfulness,Fair,"alpha=0.5,eps=0.01",0.00020525586931321145,-0.0008913129357855754,-0.0002655029296875083
armorm,dominant_helpfulness,Fair,"alpha=0.5,eps=0.02",0.0004105118777101269,-0.0017826262116739367,-0.0013793945312499944
armorm,dominant_helpfulness,Fair,"alpha=0.5,eps=0.05",0.0010262796999407245,-0.004456565340760551,-0.0018295288085937444
armorm,dominant_helpfulness,Fair,"alpha=0.5,eps=0.1",0.0020525593786091287,-0.008913131062446351,-0.003526306152343728
armorm,dominant_helpfulness,Fair,"alpha=1.0,eps=0.01",0.00010278890130790894,-0.0004526563087064838,0.0010742187500000222
armorm,dominant_helpfulness,Fair,"alpha=1.0,eps=0.02",0.00020557777083076277,-0.0009053127460339175,-8.544921875000555e-05
armorm,dominant_helpfulness,Fair,"alpha=1.0,eps=0.05",0.0005139444935148175,-0.0022632819323109656,-0.0008819580078125305
armorm,dominant_helpfulness,Fair,"alpha=1.0,eps=0.1",0.0010278889416029835,-0.004526564139737824,-0.002290344238281228
armorm,dominant_helpfulness,Fair,"alpha=2.0,eps=0.01",5.142884564621853e-05,-0.0002280702844532841,0.0003631591796874889
armorm,dominant_helpfulness,Fair,"alpha=2.0,eps=0.02",0.00010285768827602078,-0.00045614058324638804,0.0010742187500000222
armorm,dominant_helpfulness,Fair,"alpha=2.0,eps=0.05",0.00025714409952342016,-0.0011403514663746164,-8.544921875000555e-05
armorm,dominant_helpfulness,Fair,"alpha=2.0,eps=0.1",0.000514288427492968,-0.0022807030494204393,-0.0008819580078125305
armorm,dominant_correctness,Avg,rho=0.0,0.18269958487578003,-0.12979152432624388,-0.00822448730468752
armorm,dominant_correctness,Avg,rho=0.1,0.18269958487577995,-0.12979152432624388,-0.00822448730468752
armorm,dominant_correctness,Avg,rho=0.2,0.18269958487578,-0.12979152432624397,-0.00822448730468752
armorm,dominant_correctness,Avg,rho=0.5,0.11162318389270698,-0.08739294229741315,-0.0033660888671874986
armorm,dominant_correctness,MaxMin,c=0.0,0.10744355919939003,-0.09245626368911385,-0.0013183593750000083
armorm,dominant_correctness,MaxMin,c=0.1,0.10268142239492398,-0.07002022768514357,-0.004653930664062535
armorm,dominant_correctness,MaxMin,c=0.25,0.08304424069143869,-0.053199019313195886,-0.006887817382812508
armorm,dominant_correctness,MaxMin,c=0.5,0.05445021273220789,-0.03488138243700016,0.0010131835937499667
armorm,dominant_correctness,MaxMin,c=0.75,0.027086375348741705,-0.01735181866080628,-0.0024688720703125028
armorm,dominant_correctness,MaxMin,c=0.9,0.010816392057972551,-0.006929095205159835,0.0010025024414062125
armorm,dominant_correctness,MaxMin,c=0.95,0.005405818160435451,-0.003463024314825137,-0.0036712646484375194
armorm,dominant_correctness,Fair,"alpha=0.0,eps=0.01",-0.00358610723940713,-0.010000000000000005,0.004035949707031222
armorm,dominant_correctness,Fair,"alpha=0.0,eps=0.02",-0.0071722144788142475,-0.019999999999999997,0.0043930053710937375
armorm,dominant_correctness,Fair,"alpha=0.0,eps=0.05",-0.017930536197035697,-0.05000000000000002,-0.0029235839843750056
armorm,dominant_correctness,Fair,"alpha=0.0,eps=0.1",-0.035861072394071394,-0.10000000000000003,0.002595520019531193
armorm,dominant_correctness,Fair,"alpha=0.5,eps=0.01",0.00019128149581870154,-0.000891312935785575,0.0010925292968749778
armorm,dominant_correctness,Fair,"alpha=0.5,eps=0.02",0.00038256311461136184,-0.0017826262135682924,0.00020751953124996392
armorm,dominant_correctness,Fair,"alpha=0.5,eps=0.05",0.0009564078088521846,-0.004456565340760551,-0.0012481689453125305
armorm,dominant_correctness,Fair,"alpha=0.5,eps=0.1",0.0019128156460150082,-0.008913131062446351,-0.0015899658203125389
armorm,dominant_correctness,Fair,"alpha=1.0,eps=0.01",9.596925269326356e-05,-0.0004526563740091385,0.0014831542968749695
armorm,dominant_correctness,Fair,"alpha=1.0,eps=0.02",0.00019193874110451833,-0.0009053130849218261,0.0010925292968749778
armorm,dominant_correctness,Fair,"alpha=1.0,eps=0.05",0.0004798467860031863,-0.0022632819728631783,-0.0007385253906250361
armorm,dominant_correctness,Fair,"alpha=1.0,eps=0.1",0.0009596935863806982,-0.004526563990984196,-0.0012481689453125305
armorm,dominant_correctness,Fair,"alpha=2.0,eps=0.01",4.806112512292373e-05,-0.00022807029561319376,0.001153564453124964
