evaluator,evaluator_role,p_name,method,params,U_p_baseline,U_p_lambda,delta_u_p,ci_low,ci_high,excludes_zero,p_value,selection_regret,baseline_regret,p_holm_within_rm,p_holm_global,holm_within_rm_improves,holm_global_improves,holm_global_harms
armorm,primary post-hoc evaluator,dominant_coherence,Fair,"alpha=0.5,eps=0.02",0.5985054016113281,0.5960365295410157,-0.0024688720703125,-0.006058120727539062,0.000775146484375,False,0.1442,0.014842987060546653,0.01237411499023422,1.0,1.0,False,False,False
armorm,primary post-hoc evaluator,dominant_coherence,Fair,"alpha=0.5,eps=0.05",0.5985054016113281,0.5985969543457031,9.1552734375e-05,-0.004126052856445312,0.0042420196533203116,False,0.9784,0.01228256225585922,0.01237411499023422,1.0,1.0,False,False,False
armorm,primary post-hoc evaluator,dominant_coherence,Fair,"alpha=0.5,eps=0.1",0.5985054016113281,0.5995948791503907,0.0010894775390625,-0.005786285400390625,0.008169937133789057,False,0.7956,0.011284637451171697,0.01237411499023422,1.0,1.0,False,False,False
armorm,primary post-hoc evaluator,dominant_coherence,Fair,"alpha=1.0,eps=0.01",0.5985054016113281,0.5969459533691406,-0.0015594482421875,-0.004278564453125,0.0,False,0.2588,0.013933563232421786,0.01237411499023422,1.0,1.0,False,False,False
armorm,primary post-hoc evaluator,dominant_coherence,Fair,"alpha=1.0,eps=0.02",0.5985054016113281,0.5963630676269531,-0.002142333984375,-0.0052215576171875,0.0,False,0.093,0.014516448974609242,0.01237411499023422,1.0,1.0,False,False,False
armorm,primary post-hoc evaluator,dominant_coherence,Fair,"alpha=1.0,eps=0.05",0.5985054016113281,0.5960365295410157,-0.0024688720703125,-0.006058120727539062,0.000775146484375,False,0.1442,0.014842987060546653,0.01237411499023422,1.0,1.0,False,False,False
armorm,primary post-hoc evaluator,dominant_coherence,Fair,"alpha=1.0,eps=0.1",0.5985054016113281,0.5986885070800781,0.00018310546875,-0.004061965942382812,0.0043243408203125,False,0.9454,0.01219100952148422,0.01237411499023422,1.0,1.0,False,False,False
armorm,primary post-hoc evaluator,dominant_coherence,Fair,"alpha=2.0,eps=0.01",0.5985054016113281,0.597345733642578,-0.00115966796875,-0.00347900390625,0.0,False,0.7374,0.01353378295898433,0.01237411499023422,1.0,1.0,False,False,False
armorm,primary post-hoc evaluator,dominant_coherence,Fair,"alpha=2.0,eps=0.02",0.5985054016113281,0.5969459533691406,-0.0015594482421875,-0.004278564453125,0.0,False,0.2588,0.013933563232421786,0.01237411499023422,1.0,1.0,False,False,False
armorm,primary post-hoc evaluator,dominant_coherence,Fair,"alpha=2.0,eps=0.05",0.5985054016113281,0.5952400207519531,-0.003265380859375,-0.006622390747070312,-0.0005828857421875,True,0.0134,0.01563949584960922,0.01237411499023422,1.0,1.0,False,False,False
armorm,primary post-hoc evaluator,dominant_coherence,Fair,"alpha=2.0,eps=0.1",0.5985054016113281,0.5960365295410157,-0.0024688720703125,-0.006058120727539062,0.000775146484375,False,0.1442,0.014842987060546653,0.01237411499023422,1.0,1.0,False,False,False
