p_name,method,params,label,U_p_baseline,U_p_lambda,delta_u_p,ci_low,ci_high,excludes_zero,p_value,p_holm,holm_improves,holm_harms,significant,selection_regret,baseline_regret
only_complexity,Fair,"alpha=2.0,eps=0.1","Fair(alpha=2.0,eps=0.1)",0.4899169921875,0.4899169921875,0.0,0.0,0.0,False,1.0,1.0,False,False,False,0.014013671874999967,0.014013671874999967
only_verbosity,Fair,"alpha=0.0,eps=0.02","Fair(alpha=0.0,eps=0.02)",0.5650146484375,0.5665283203125,0.001513671875,-0.00029296875,0.00419921875,False,0.2716,1.0,False,False,False,0.010290527343750022,0.011804199218749978
only_verbosity,Fair,"alpha=0.0,eps=0.05","Fair(alpha=0.0,eps=0.05)",0.5650146484375,0.566455078125,0.0014404296875,-0.0039801025390625,0.006787109375,False,0.614,1.0,False,False,False,0.010363769531250067,0.011804199218749978
only_verbosity,Fair,"alpha=0.0,eps=0.1","Fair(alpha=0.0,eps=0.1)",0.5650146484375,0.5634033203125,-0.001611328125,-0.0097900390625,0.005933227539062491,False,0.6886,1.0,False,False,False,0.013415527343750067,0.011804199218749978
only_verbosity,Fair,"alpha=1.0,eps=0.02","Fair(alpha=1.0,eps=0.02)",0.5650146484375,0.5650146484375,0.0,0.0,0.0,False,1.0,1.0,False,False,False,0.011804199218749978,0.011804199218749978
only_verbosity,Fair,"alpha=1.0,eps=0.05","Fair(alpha=1.0,eps=0.05)",0.5650146484375,0.5650146484375,0.0,0.0,0.0,False,1.0,1.0,False,False,False,0.011804199218749978,0.011804199218749978
only_verbosity,Fair,"alpha=1.0,eps=0.1","Fair(alpha=1.0,eps=0.1)",0.5650146484375,0.5650146484375,0.0,0.0,0.0,False,1.0,1.0,False,False,False,0.011804199218749978,0.011804199218749978
only_verbosity,Fair,"alpha=2.0,eps=0.02","Fair(alpha=2.0,eps=0.02)",0.5650146484375,0.5650146484375,0.0,0.0,0.0,False,1.0,1.0,False,False,False,0.011804199218749978,0.011804199218749978
only_verbosity,Fair,"alpha=2.0,eps=0.05","Fair(alpha=2.0,eps=0.05)",0.5650146484375,0.5650146484375,0.0,0.0,0.0,False,1.0,1.0,False,False,False,0.011804199218749978,0.011804199218749978
only_verbosity,Fair,"alpha=2.0,eps=0.1","Fair(alpha=2.0,eps=0.1)",0.5650146484375,0.5650146484375,0.0,0.0,0.0,False,1.0,1.0,False,False,False,0.011804199218749978,0.011804199218749978
