p_name,method,params,label,U_p_baseline,U_p_lambda,delta_u_p,ci_low,ci_high,excludes_zero,p_value,p_holm,holm_improves,holm_harms,significant,selection_regret,baseline_regret
dominant_verbosity,Fair,"alpha=0.0,eps=0.1","Fair(alpha=0.0,eps=0.1)",0.5688934326171875,0.56195068359375,-0.0069427490234375,-0.016931228637695313,0.0024933624267578116,False,0.153,1.0,False,False,False,0.00787353515625,0.0009307861328125
dominant_verbosity,Fair,"alpha=1.0,eps=0.02","Fair(alpha=1.0,eps=0.02)",0.5688934326171875,0.569427490234375,0.0005340576171875,0.0,0.0016021728515625,False,0.725,1.0,False,False,False,0.000396728515625,0.0009307861328125
dominant_verbosity,Fair,"alpha=1.0,eps=0.05","Fair(alpha=1.0,eps=0.05)",0.5688934326171875,0.569427490234375,0.0005340576171875,0.0,0.0016021728515625,False,0.725,1.0,False,False,False,0.000396728515625,0.0009307861328125
dominant_verbosity,Fair,"alpha=1.0,eps=0.1","Fair(alpha=1.0,eps=0.1)",0.5688934326171875,0.56982421875,0.0009307861328125,0.0,0.0023956298828125,False,0.2722,1.0,False,False,False,0.0,0.0009307861328125
dominant_verbosity,Fair,"alpha=2.0,eps=0.02","Fair(alpha=2.0,eps=0.02)",0.5688934326171875,0.5688934326171875,0.0,0.0,0.0,False,1.0,1.0,False,False,False,0.0009307861328125,0.0009307861328125
dominant_verbosity,Fair,"alpha=2.0,eps=0.05","Fair(alpha=2.0,eps=0.05)",0.5688934326171875,0.569427490234375,0.0005340576171875,0.0,0.0016021728515625,False,0.725,1.0,False,False,False,0.000396728515625,0.0009307861328125
dominant_verbosity,Fair,"alpha=2.0,eps=0.1","Fair(alpha=2.0,eps=0.1)",0.5688934326171875,0.569427490234375,0.0005340576171875,0.0,0.0016021728515625,False,0.725,1.0,False,False,False,0.000396728515625,0.0009307861328125
only_correctness,Fair,"alpha=0.0,eps=0.02","Fair(alpha=0.0,eps=0.02)",0.5603271484375,0.5626708984375,0.00234375,-0.0033447265625,0.007421875,False,0.3822,1.0,False,False,False,0.0020751953125,0.004418945312499978
only_correctness,Fair,"alpha=0.0,eps=0.05","Fair(alpha=0.0,eps=0.05)",0.5603271484375,0.5622802734375,0.001953125,-0.003955078125,0.007324829101562491,False,0.4808,1.0,False,False,False,0.002465820312499978,0.004418945312499978
only_correctness,Fair,"alpha=0.0,eps=0.1","Fair(alpha=0.0,eps=0.1)",0.5603271484375,0.562353515625,0.0020263671875,-0.0070806884765624994,0.0104248046875,False,0.6422,1.0,False,False,False,0.0023925781249999334,0.004418945312499978
