p_name,p_helpfulness,p_correctness,p_coherence,p_complexity,p_verbosity,method,params,status,lam_helpfulness,lam_correctness,lam_coherence,lam_complexity,lam_verbosity,dist_l2,dist_R,proxy_pRlam,min_delta,moved,usable,t_star,t_star_lp,u_alpha
dirichlet_14,0.17452451335503213,0.2394818760679047,0.10634765284387879,0.1512153936372891,0.32843056409589505,MaxMin,c=0.75,OK,0.16306231409043984,0.22813348598915878,0.09500544099600457,0.1372218730064604,0.3765768859179364,0.053876717268219514,0.05378632856182262,0.25450533339517006,-0.012633343623242203,True,True,-0.012633343623242203,,
dirichlet_14,0.17452451335503213,0.2394818760679047,0.10634765284387879,0.1512153936372891,0.32843056409589505,MaxMin,c=0.9,OK,0.1702397790958193,0.2352396853124607,0.10210777159962599,0.14598441519503425,0.34642834879705986,0.02013988859591409,0.020106100002817377,0.2500587443246622,-0.004722524794881804,True,True,-0.004722524794881804,,
dirichlet_14,0.17452451335503213,0.2394818760679047,0.10634765284387879,0.1512153936372891,0.32843056409589505,MaxMin,c=0.95,OK,0.17241478869652876,0.23739309905131561,0.10426001298829314,0.14863975567701282,0.3372923435868496,0.009916512208184732,0.009899875323906784,0.24871128057366995,-0.0023252846985162235,True,True,-0.0023252846985162235,,
dirichlet_14,0.17452451335503213,0.2394818760679047,0.10634765284387879,0.1512153936372891,0.32843056409589505,MaxMin,c=1.0,OK,0.17452451335503216,0.23948187606790475,0.10634765284387881,0.15121539363728914,0.3284305640958951,9.205483015737869e-17,9.570510296446561e-17,0.24740426220419678,3.181500660324501e-17,False,True,3.181500660324501e-17,,
dirichlet_14,0.17452451335503213,0.2394818760679047,0.10634765284387879,0.1512153936372891,0.32843056409589505,Fair,"alpha=0.0,eps=0.01",OK,0.21785807727628306,0.22740404883525137,0.09483099794153348,0.14134704821461205,0.31855982773232,0.04848835623795831,0.04735254731858165,0.24643490617158867,-0.009999999999999985,True,True,,,0.05174427244510352
dirichlet_14,0.17452451335503213,0.2394818760679047,0.10634765284387879,0.1512153936372891,0.32843056409589505,Fair,"alpha=0.0,eps=0.02",OK,0.26119164119753396,0.215326221602598,0.08331434303918815,0.131478702791935,0.30868909136874484,0.09697671247591663,0.09470509463716331,0.24546555013898058,-0.019999999999999987,True,True,,,0.10348854489020703
dirichlet_14,0.17452451335503213,0.2394818760679047,0.10634765284387879,0.1512153936372891,0.32843056409589505,Fair,"alpha=0.0,eps=0.05",OK,0.3911923329612867,0.1790927399046379,0.04876437833215219,0.10187366652390374,0.27907688227801947,0.24244178118979162,0.2367627365929083,0.24255748204115626,-0.049999999999999996,True,True,,,0.25872136222551756
dirichlet_14,0.17452451335503213,0.2394818760679047,0.10634765284387879,0.1512153936372891,0.32843056409589505,Fair,"alpha=0.0,eps=0.1",OK,0.5987960033945116,0.1189019485220798,0.0,0.05251705952989939,0.22978498855350926,0.47468721299645417,0.4636784840973152,0.2370992111846407,-0.09999999999999998,True,True,,,0.5172063763839585
dirichlet_14,0.17452451335503213,0.2394818760679047,0.10634765284387879,0.1512153936372891,0.32843056409589505,Fair,"alpha=0.5,eps=0.01",OK,0.17520290896052026,0.2399330804555111,0.10641812560285205,0.1509718066241555,0.3274740783569611,0.001281784696604548,0.0012985547271201275,0.2473018344690293,-0.0009594214846010558,True,True,,,1.0004473972112282
dirichlet_14,0.17452451335503213,0.2394818760679047,0.10634765284387879,0.1512153936372891,0.32843056409589505,Fair,"alpha=0.5,eps=0.02",OK,0.17588130472075314,0.24038428477855792,0.10648859846333754,0.15072821929888144,0.3265175927384699,0.002563569427406715,0.0025971094968264166,0.24719940674771634,-0.0019188428602792717,True,True,,,1.414846277576982
