p_name,p,method,params,status,lambda,dist_l2,dist_R,proxy_delta_p,proxy_min_delta,U_p(p),U_p(lambda),Delta U_p,note
dominant_correctness,"[0.125, 0.5, 0.125, 0.125, 0.125]",Fair,"alpha=2.0,eps=0.05",OK,"[0.125842, 0.50057, 0.125104, 0.12471, 0.123775]",0.0016217389849424338,0.0016429759086732793,0.00024601153996591435,-0.0012286050594870045,0.5563232421875001,0.555706787109375,-0.0006164550781250222,
dominant_correctness,"[0.125, 0.5, 0.125, 0.125, 0.125]",Fair,"alpha=2.0,eps=0.1",OK,"[0.126684, 0.501139, 0.125208, 0.12442, 0.122549]",0.0032434781936752964,0.003285952045481065,0.0004920230496371172,-0.0024572103598529743,0.5563232421875001,0.5551239013671875,-0.0011993408203125888,
dominant_coherence,"[0.125, 0.125, 0.5, 0.125, 0.125]",Avg,rho=0.0,OK,"[0.0, 0.0, 1.0, 0.0, 0.0]",0.5590169943749472,0.550566256943954,0.18287388099333649,-0.13113997345310136,0.6026168823242187,0.5880615234375,-0.014555358886718772,
dominant_coherence,"[0.125, 0.125, 0.5, 0.125, 0.125]",Avg,rho=0.1,OK,"[0.0, 0.0, 1.0, 0.0, 0.0]",0.559016994374947,0.550566256943954,0.18287388099333643,-0.1311399734531012,0.6026168823242187,0.5880615234375,-0.014555358886718772,
dominant_coherence,"[0.125, 0.125, 0.5, 0.125, 0.125]",Avg,rho=0.2,OK,"[0.0, 0.0, 1.0, 0.0, 0.0]",0.5590169943749475,0.5505662569439543,0.18287388099333654,-0.1311399734531013,0.6026168823242187,0.5880615234375,-0.014555358886718772,
dominant_coherence,"[0.125, 0.125, 0.5, 0.125, 0.125]",Avg,rho=0.5,OK,"[0.056742, 0.054814, 0.801281, 0.047414, 0.039749]",0.3371094186787888,0.3324328202533708,0.11051157563559429,-0.08896909263490153,0.6026168823242187,0.5967929840087891,-0.005823898315429621,
dominant_coherence,"[0.125, 0.125, 0.5, 0.125, 0.125]",Cert,,FLOOR_COLLAPSED,"[0.125, 0.125, 0.5, 0.125, 0.125]",0.0,0.0,0.0,0.0,0.6026168823242187,0.6026168823242187,0.0,same merge point as baseline
dominant_coherence,"[0.125, 0.125, 0.5, 0.125, 0.125]",MaxMin,c=0.0,OK_EXACT_D0,"[0.06502, 0.06112, 0.792598, 0.046017, 0.035244]",0.328003542820898,0.3238226791078514,0.10758632410306067,-0.09344902929242728,0.6026168823242187,0.5931812286376953,-0.009435653686523438,
dominant_coherence,"[0.125, 0.125, 0.5, 0.125, 0.125]",MaxMin,c=0.1,OK,"[0.054134, 0.050125, 0.781404, 0.055602, 0.058736]",0.31467985526641395,0.3097729908425333,0.10280062342887834,-0.06970314364540148,0.6026168823242187,0.5975326538085938,-0.005084228515624956,
dominant_coherence,"[0.125, 0.125, 0.5, 0.125, 0.125]",MaxMin,c=0.25,OK,"[0.064117, 0.065833, 0.725814, 0.07087, 0.073365]",0.25257798812065585,0.24853649789374943,0.0824139726943096,-0.05435864977448433,0.6026168823242187,0.5984313964843749,-0.004185485839843794,
dominant_coherence,"[0.125, 0.125, 0.5, 0.125, 0.125]",MaxMin,c=0.5,OK,"[0.084894, 0.086024, 0.648755, 0.089342, 0.090985]",0.16638581318063936,0.1637234804775053,0.05429022523387622,-0.035808774206438944,0.6026168823242187,0.5997390747070312,-0.002877807617187478,
dominant_coherence,"[0.125, 0.125, 0.5, 0.125, 0.125]",MaxMin,c=0.75,OK,"[0.105022, 0.105585, 0.574099, 0.107238, 0.108056]",0.08288099901339013,0.08155482348241375,0.027043339922019287,-0.017837259817653186,0.6026168823242187,0.598858642578125,-0.0037582397460936834,
dominant_coherence,"[0.125, 0.125, 0.5, 0.125, 0.125]",MaxMin,c=0.9,OK,"[0.117019, 0.117244, 0.529603, 0.117904, 0.118231]",0.033111374532444685,0.03258156076059537,0.010803949848885462,-0.007126074703315874,0.6026168823242187,0.603192138671875,0.0005752563476563166,
dominant_coherence,"[0.125, 0.125, 0.5, 0.125, 0.125]",MaxMin,c=0.95,OK,"[0.121011, 0.121123, 0.514797, 0.121453, 0.121617]",0.016550308177900482,0.016285487362551674,0.005400219775304948,-0.0035618796895023007,0.6026168823242187,0.60389404296875,0.0012771606445313166,
dominant_coherence,"[0.125, 0.125, 0.5, 0.125, 0.125]",MaxMin,c=1.0,OK,"[0.125, 0.125, 0.5, 0.125, 0.125]",0.0,0.0,0.0,0.0,0.6026168823242187,0.6026168823242187,0.0,same merge point as baseline
dominant_coherence,"[0.125, 0.125, 0.5, 0.125, 0.125]",Fair,"alpha=0.0,eps=0.01",OK,"[0.168334, 0.112922, 0.488483, 0.115132, 0.115129]",0.04848835623795832,0.04735254731858166,-0.0035319659443620232,-0.009999999999999988,0.6026168823242187,0.6035018920898437,0.000885009765625,
dominant_coherence,"[0.125, 0.125, 0.5, 0.125, 0.125]",Fair,"alpha=0.0,eps=0.02",OK,"[0.211667, 0.100844, 0.476967, 0.105263, 0.105259]",0.09697671247591663,0.09470509463716333,-0.007063931888724123,-0.020000000000000007,0.6026168823242187,0.6016983032226563,-0.0009185791015624556,
dominant_coherence,"[0.125, 0.125, 0.5, 0.125, 0.125]",Fair,"alpha=0.0,eps=0.05",OK,"[0.341668, 0.064611, 0.442417, 0.075658, 0.075646]",0.24244178118979157,0.23676273659290825,-0.01765982972181031,-0.05000000000000002,0.6026168823242187,0.5974212646484375,-0.00519561767578125,
dominant_coherence,"[0.125, 0.125, 0.5, 0.125, 0.125]",Fair,"alpha=0.0,eps=0.1",OK,"[0.558336, 0.004222, 0.384833, 0.026317, 0.026293]",0.48488356237958313,0.4735254731858165,-0.035319659443620595,-0.10000000000000002,0.6026168823242187,0.5923858642578125,-0.01023101806640625,
dominant_coherence,"[0.125, 0.125, 0.5, 0.125, 0.125]",Fair,"alpha=0.5,eps=0.01",OK,"[0.125678, 0.125451, 0.50007, 0.124756, 0.124044]",0.0012817846966045445,0.0012985547271201247,5.619718144211466e-05,-0.0009594214846010704,0.6026168823242187,0.6010726928710938,-0.0015441894531249556,
dominant_coherence,"[0.125, 0.125, 0.5, 0.125, 0.125]",Fair,"alpha=0.5,eps=0.02",OK,"[0.126357, 0.125902, 0.500141, 0.124513, 0.123087]",0.002563569417225844,0.0025971094967206045,0.00011239456088524902,-0.001918842971402834,0.6026168823242187,0.6022750854492187,-0.0003417968750000222,
dominant_coherence,"[0.125, 0.125, 0.5, 0.125, 0.125]",Fair,"alpha=0.5,eps=0.05",OK,"[0.128392, 0.127256, 0.500352, 0.123782, 0.120218]",0.00640892272504899,0.006492772871471518,0.00028098590317687843,-0.004797106675643925,0.6026168823242187,0.6006881713867187,-0.0019287109375000222,
dominant_coherence,"[0.125, 0.125, 0.5, 0.125, 0.125]",Fair,"alpha=0.5,eps=0.1",OK,"[0.131784, 0.129512, 0.500705, 0.122564, 0.115435]",0.012817845443189757,0.012985545730135713,0.0005619717792311398,-0.00959421340165598,0.6026168823242187,0.6002609252929688,-0.002355957031249911,
dominant_coherence,"[0.125, 0.125, 0.5, 0.125, 0.125]",Fair,"alpha=1.0,eps=0.01",OK,"[0.125338, 0.125227, 0.50004, 0.124882, 0.124514]",0.0006461120867838672,0.0006545731572270727,2.9766428993199626e-05,-0.000487550278945718,0.6026168823242187,0.6026779174804687,6.103515625e-05,
dominant_coherence,"[0.125, 0.125, 0.5, 0.125, 0.125]",Fair,"alpha=1.0,eps=0.02",OK,"[0.125675, 0.125454, 0.500079, 0.124764, 0.124028]",0.001292224431530532,0.0013091465953474983,5.953293374056107e-05,-0.0009751006592481548,0.6026168823242187,0.6010726928710938,-0.0015441894531249556,
dominant_coherence,"[0.125, 0.125, 0.5, 0.125, 0.125]",Fair,"alpha=1.0,eps=0.05",OK,"[0.126688, 0.126136, 0.500198, 0.12441, 0.122569]",0.003230560816794889,0.003272866226723275,0.00014883231628785683,-0.0024377513515968815,0.6026168823242187,0.6020156860351562,-0.0006011962890625222,
dominant_coherence,"[0.125, 0.125, 0.5, 0.125, 0.125]",Fair,"alpha=1.0,eps=0.1",OK,"[0.128376, 0.127271, 0.500395, 0.12382, 0.120138]",0.006461121829933688,0.006545732633818251,0.0002976644781654891,-0.004875503024938071,0.6026168823242187,0.6006332397460937,-0.001983642578125,
dominant_coherence,"[0.125, 0.125, 0.5, 0.125, 0.125]",Fair,"alpha=2.0,eps=0.01",OK,"[0.125168, 0.125114, 0.500021, 0.124942, 0.124755]",0.00032434784491802184,0.00032859522828028806,1.5299687338650257e-05,-0.000245720989779691,0.6026168823242187,0.6023513793945313,-0.0002655029296874112,
dominant_coherence,"[0.125, 0.125, 0.5, 0.125, 0.125]",Fair,"alpha=2.0,eps=0.02",OK,"[0.125337, 0.125228, 0.500042, 0.124884, 0.12451]",0.0006486954847514062,0.000657190249799304,3.059943751284624e-05,-0.0004914420134968442,0.6026168823242187,0.6026779174804687,6.103515625e-05,
dominant_coherence,"[0.125, 0.125, 0.5, 0.125, 0.125]",Fair,"alpha=2.0,eps=0.05",OK,"[0.125842, 0.12557, 0.500104, 0.12471, 0.123775]",0.0016217390721778506,0.0016429759989527897,7.649865349262152e-05,-0.0012286051700763669,0.6026168823242187,0.6010726928710938,-0.0015441894531249556,
dominant_coherence,"[0.125, 0.125, 0.5, 0.125, 0.125]",Fair,"alpha=2.0,eps=0.1",OK,"[0.126684, 0.126139, 0.500208, 0.12442, 0.122549]",0.0032434782679514914,0.0032859521206911125,0.0001529973141909482,-0.0024572104851389876,0.6026168823242187,0.6020156860351562,-0.0006011962890625222,
dominant_complexity,"[0.125, 0.125, 0.125, 0.5, 0.125]",Avg,rho=0.0,OK,"[0.0, 0.0, 0.0, 1.0, 0.0]",0.5590169943749472,0.5538027478088211,0.18215902495427155,-0.13270204436092428,0.5361297607421875,0.5450813293457032,0.008951568603515647,
dominant_complexity,"[0.125, 0.125, 0.125, 0.5, 0.125]",Avg,rho=0.1,OK,"[0.0, 0.0, 0.0, 1.0, 0.0]",0.5590169943749475,0.5538027478088213,0.18215902495427166,-0.13270204436092445,0.5361297607421875,0.5450813293457032,0.008951568603515647,
dominant_complexity,"[0.125, 0.125, 0.125, 0.5, 0.125]",Avg,rho=0.2,OK,"[0.0, 0.0, 0.0, 1.0, 0.0]",0.5590169943749475,0.5538027478088213,0.18215902495427166,-0.13270204436092445,0.5361297607421875,0.5450813293457032,0.008951568603515647,
dominant_complexity,"[0.125, 0.125, 0.125, 0.5, 0.125]",Avg,rho=0.5,OK,"[0.056742, 0.054814, 0.051281, 0.797414, 0.039749]",0.33277959435642424,0.32919144893666985,0.1083670066127346,-0.07533599186331619,0.5361297607421875,0.5472015380859375,0.011071777343749978,
dominant_complexity,"[0.125, 0.125, 0.125, 0.5, 0.125]",Cert,,FLOOR_COLLAPSED,"[0.125, 0.125, 0.125, 0.5, 0.125]",0.0,0.0,0.0,0.0,0.5361297607421875,0.5361297607421875,0.0,same merge point as baseline
dominant_complexity,"[0.125, 0.125, 0.125, 0.5, 0.125]",MaxMin,c=0.0,OK_EXACT_D0,"[0.05331, 0.052914, 0.050592, 0.791454, 0.051729]",0.32586292350315843,0.3227956666215364,0.1061866449140253,-0.07637663683053714,0.5361297607421875,0.548358154296875,0.012228393554687411,
dominant_complexity,"[0.125, 0.125, 0.125, 0.5, 0.125]",MaxMin,c=0.1,OK,"[0.063268, 0.061943, 0.060947, 0.764226, 0.049616]",0.29561399209103184,0.2924509382505252,0.09627024757274673,-0.06557547975320555,0.5361297607421875,0.5510772705078124,0.014947509765624867,
dominant_complexity,"[0.125, 0.125, 0.125, 0.5, 0.125]",MaxMin,c=0.25,OK,"[0.073765, 0.072665, 0.071839, 0.719296, 0.062435]",0.2453474625625436,0.24272225788861182,0.07990034840762143,-0.05442495279051627,0.5361297607421875,0.5485412597656251,0.012411499023437522,
dominant_complexity,"[0.125, 0.125, 0.125, 0.5, 0.125]",MaxMin,c=0.5,OK,"[0.090887, 0.090155, 0.089605, 0.646008, 0.083344]",0.16335326366561875,0.16160539251668574,0.05319795258562251,-0.036236338335521784,0.5361297607421875,0.5470611572265625,0.010931396484374911,
dominant_complexity,"[0.125, 0.125, 0.125, 0.5, 0.125]",MaxMin,c=0.75,OK,"[0.107951, 0.107585, 0.10731, 0.572973, 0.104181]",0.08164159951235359,0.08076803878183467,0.02658756759683081,-0.01811039801591359,0.5361297607421875,0.5510269165039062,0.014897155761718683,
dominant_complexity,"[0.125, 0.125, 0.125, 0.5, 0.125]",MaxMin,c=0.9,OK,"[0.118181, 0.118035, 0.117925, 0.529185, 0.116674]",0.032651976095758276,0.032302601704988526,0.010633508245814256,-0.007243124664783177,0.5361297607421875,0.54798583984375,0.0118560791015625,
dominant_complexity,"[0.125, 0.125, 0.125, 0.5, 0.125]",MaxMin,c=0.95,OK,"[0.121591, 0.121518, 0.121463, 0.514592, 0.120837]",0.016325374650747872,0.016150694018679357,0.005316554362762941,-0.0036214262636930913,0.5361297607421875,0.5445037841796875,0.008374023437499933,
dominant_complexity,"[0.125, 0.125, 0.125, 0.5, 0.125]",MaxMin,c=1.0,OK,"[0.125, 0.125, 0.125, 0.5, 0.125]",0.0,0.0,0.0,0.0,0.5361297607421875,0.5361297607421875,0.0,same merge point as baseline
dominant_complexity,"[0.125, 0.125, 0.125, 0.5, 0.125]",Fair,"alpha=0.0,eps=0.01",OK,"[0.168334, 0.112922, 0.113483, 0.490132, 0.115129]",0.048488356237958316,0.047352547318581656,-0.003531965944362054,-0.010000000000000004,0.5361297607421875,0.5440475463867187,0.007917785644531161,
dominant_complexity,"[0.125, 0.125, 0.125, 0.5, 0.125]",Fair,"alpha=0.0,eps=0.02",OK,"[0.211667, 0.100844, 0.101967, 0.480263, 0.105259]",0.09697671247591665,0.09470509463716333,-0.007063931888724136,-0.020000000000000028,0.5361297607421875,0.5402435302734375,0.004113769531249978,
dominant_complexity,"[0.125, 0.125, 0.125, 0.5, 0.125]",Fair,"alpha=0.0,eps=0.05",OK,"[0.341668, 0.064611, 0.067417, 0.450658, 0.075646]",0.24244178118979154,0.23676273659290825,-0.0176598297218103,-0.05000000000000001,0.5361297607421875,0.5401992797851562,0.004069519042968706,
dominant_complexity,"[0.125, 0.125, 0.125, 0.5, 0.125]",Fair,"alpha=0.0,eps=0.1",OK,"[0.558336, 0.004222, 0.009833, 0.401317, 0.026293]",0.48488356237958313,0.4735254731858165,-0.03531965944362063,-0.10000000000000002,0.5361297607421875,0.5419326782226562,0.005802917480468683,
dominant_complexity,"[0.125, 0.125, 0.125, 0.5, 0.125]",Fair,"alpha=0.5,eps=0.01",OK,"[0.125678, 0.125451, 0.12507, 0.499756, 0.124044]",0.001281784472012363,0.001298554503827396,-8.731548679021129e-05,-0.0009594211425735528,0.5361297607421875,0.5356842041015626,-0.0004455566406249556,
dominant_complexity,"[0.125, 0.125, 0.125, 0.5, 0.125]",Fair,"alpha=0.5,eps=0.02",OK,"[0.126357, 0.125902, 0.125141, 0.499513, 0.123087]",0.002563569417225839,0.002597109496720599,-0.0001746309496353795,-0.001918842971402833,0.5361297607421875,0.5341369628906251,-0.001992797851562478,
dominant_complexity,"[0.125, 0.125, 0.125, 0.5, 0.125]",Fair,"alpha=0.5,eps=0.05",OK,"[0.128392, 0.127256, 0.125352, 0.498782, 0.120218]",0.0064089229628179305,0.006492773161213759,-0.00043657740833621505,-0.004797106915159219,0.5361297607421875,0.5360382080078124,-9.155273437511102e-05,
dominant_complexity,"[0.125, 0.125, 0.125, 0.5, 0.125]",Fair,"alpha=0.5,eps=0.1",OK,"[0.131784, 0.129512, 0.125705, 0.497564, 0.115435]",0.01281784539185844,0.012985545683238847,-0.0008731541448329342,-0.00959421350982226,0.5361297607421875,0.5384963989257813,0.002366638183593728,
dominant_complexity,"[0.125, 0.125, 0.125, 0.5, 0.125]",Fair,"alpha=1.0,eps=0.01",OK,"[0.125338, 0.125227, 0.12504, 0.499882, 0.124514]",0.0006461120867838584,0.0006545731572270623,-4.228169770224355e-05,-0.00048755027894570524,0.5361297607421875,0.5356842041015626,-0.0004455566406249556,
dominant_complexity,"[0.125, 0.125, 0.125, 0.5, 0.125]",Fair,"alpha=1.0,eps=0.02",OK,"[0.125675, 0.125454, 0.125079, 0.499764, 0.124028]",0.0012922244976975306,0.0013091466598253317,-8.456354123842536e-05,-0.0009751007332828099,0.5361297607421875,0.5356842041015626,-0.0004455566406249556,
dominant_complexity,"[0.125, 0.125, 0.125, 0.5, 0.125]",Fair,"alpha=1.0,eps=0.05",OK,"[0.126688, 0.126136, 0.125198, 0.49941, 0.122569]",0.003230560903067488,0.003272866306960407,-0.0002114088696681597,-0.002437751505237145,0.5361297607421875,0.535760498046875,-0.0003692626953125666,
dominant_complexity,"[0.125, 0.125, 0.125, 0.5, 0.125]",Fair,"alpha=1.0,eps=0.1",OK,"[0.128376, 0.127271, 0.125395, 0.49882, 0.120138]",0.00646112151064756,0.006545732314798903,-0.00042281775157598496,-0.004875502719620283,0.5361297607421875,0.5360382080078124,-9.155273437511102e-05,
dominant_complexity,"[0.125, 0.125, 0.125, 0.5, 0.125]",Fair,"alpha=2.0,eps=0.01",OK,"[0.125168, 0.125114, 0.125021, 0.499942, 0.124755]",0.0003243478078509428,0.0003285951932484955,-2.0785932626504705e-05,-0.00024572102684575323,0.5361297607421875,0.5356842041015626,-0.0004455566406249556,
dominant_complexity,"[0.125, 0.125, 0.125, 0.5, 0.125]",Fair,"alpha=2.0,eps=0.02",OK,"[0.125337, 0.125228, 0.125042, 0.499884, 0.12451]",0.0006486956409936137,0.000657190411311031,-4.1571861558437086e-05,-0.0004914420741629395,0.5361297607421875,0.5356842041015626,-0.0004455566406249556,
dominant_complexity,"[0.125, 0.125, 0.125, 0.5, 0.125]",Fair,"alpha=2.0,eps=0.05",OK,"[0.125842, 0.12557, 0.125104, 0.49971, 0.123775]",0.0016217390982729012,0.0016429760241132864,-0.00010392965278528588,-0.0012286051864413838,0.5361297607421875,0.5356842041015626,-0.0004455566406249556,
dominant_complexity,"[0.125, 0.125, 0.125, 0.5, 0.125]",Fair,"alpha=2.0,eps=0.1",OK,"[0.126684, 0.126139, 0.125208, 0.49942, 0.122549]",0.0032434782045084277,0.003285952056213338,-0.00020785930664126714,-0.0024572103763402272,0.5361297607421875,0.535760498046875,-0.0003692626953125666,
dominant_verbosity,"[0.125, 0.125, 0.125, 0.125, 0.5]",Avg,rho=0.0,OK,"[0.0, 0.0, 0.0, 0.0, 1.0]",0.5590169943749475,0.5590658190827532,0.1809876036370579,-0.13869330166173824,0.5730728149414062,0.564422607421875,-0.008650207519531161,
dominant_verbosity,"[0.125, 0.125, 0.125, 0.125, 0.5]",Avg,rho=0.1,OK,"[0.0, 0.0, 0.0, 0.0, 1.0]",0.5590169943749472,0.5590658190827531,0.18098760363705785,-0.1386933016617382,0.5730728149414062,0.564422607421875,-0.008650207519531161,
dominant_verbosity,"[0.125, 0.125, 0.125, 0.125, 0.5]",Avg,rho=0.2,OK,"[0.0, 0.0, 0.0, 0.0, 1.0]",0.5590169943749475,0.5590658190827532,0.1809876036370579,-0.13869330166173824,0.5730728149414062,0.564422607421875,-0.008650207519531161,
dominant_verbosity,"[0.125, 0.125, 0.125, 0.125, 0.5]",Avg,rho=0.5,OK,"[0.056742, 0.054814, 0.051281, 0.047414, 0.789749]",0.3240277033456738,0.3238097271784631,0.10485273931814994,-0.08142381425615812,0.5730728149414062,0.5699356079101563,-0.0031372070312498668,
dominant_verbosity,"[0.125, 0.125, 0.125, 0.125, 0.5]",Cert,,FLOOR_COLLAPSED,"[0.125, 0.125, 0.125, 0.125, 0.5]",0.0,0.0,0.0,0.0,0.5730728149414062,0.5730728149414062,0.0,same merge point as baseline
dominant_verbosity,"[0.125, 0.125, 0.125, 0.125, 0.5]",MaxMin,c=0.0,OK_EXACT_D0,"[0.053134, 0.050743, 0.047316, 0.059226, 0.78958]",0.32387713869861817,0.3242298995413622,0.10489640097160398,-0.08555327442228815,0.5730728149414062,0.5673492431640625,-0.005723571777343617,
dominant_verbosity,"[0.125, 0.125, 0.125, 0.125, 0.5]",MaxMin,c=0.1,OK,"[0.061192, 0.061826, 0.06186, 0.047101, 0.768021]",0.29992101329505855,0.29941783727046856,0.09691895563926271,-0.07032732157611439,0.5730728149414062,0.57147216796875,-0.0016006469726561612,
dominant_verbosity,"[0.125, 0.125, 0.125, 0.125, 0.5]",MaxMin,c=0.25,OK,"[0.072703, 0.073222, 0.07325, 0.061153, 0.719672]",0.24581792698235008,0.24540551944240133,0.07943563706588219,-0.057640897548762754,0.5730728149414062,0.5665176391601563,-0.006555175781249867,
dominant_verbosity,"[0.125, 0.125, 0.125, 0.125, 0.5]",MaxMin,c=0.5,OK,"[0.090296, 0.090641, 0.09066, 0.082632, 0.645771]",0.16312098894539984,0.16284732165599256,0.05271226486514522,-0.038249611520520865,0.5730728149414062,0.5640747070312501,-0.008998107910156095,
dominant_verbosity,"[0.125, 0.125, 0.125, 0.125, 0.5]",MaxMin,c=0.75,OK,"[0.107674, 0.107846, 0.107856, 0.103848, 0.572776]",0.08143742881378427,0.08130080163573773,0.02631636397818483,-0.019095948568580608,0.5730728149414062,0.5728973388671875,-0.00017547607421863898,
dominant_verbosity,"[0.125, 0.125, 0.125, 0.125, 0.5]",MaxMin,c=0.9,OK,"[0.118073, 0.118142, 0.118146, 0.116543, 0.529096]",0.03255865242346999,0.03250402893072946,0.010521272101731888,-0.007634552824138807,0.5730728149414062,0.5772186279296875,0.004145812988281317,
dominant_verbosity,"[0.125, 0.125, 0.125, 0.125, 0.5]",MaxMin,c=0.95,OK,"[0.121537, 0.121571, 0.121573, 0.120772, 0.514546]",0.016277182015090534,0.016249873866028556,0.005259943157436489,-0.0038167736276686786,0.5730728149414062,0.5737319946289063,0.0006591796875001776,
dominant_verbosity,"[0.125, 0.125, 0.125, 0.125, 0.5]",MaxMin,c=1.0,OK,"[0.125, 0.125, 0.125, 0.125, 0.5]",0.0,0.0,0.0,0.0,0.5730728149414062,0.5730728149414062,0.0,same merge point as baseline
dominant_verbosity,"[0.125, 0.125, 0.125, 0.125, 0.5]",Fair,"alpha=0.0,eps=0.01",OK,"[0.168334, 0.112922, 0.113483, 0.115132, 0.490129]",0.048488356237958316,0.047352547318581656,-0.0035319659443620493,-0.010000000000000004,0.5730728149414062,0.5756362915039062,0.0025634765625,
dominant_verbosity,"[0.125, 0.125, 0.125, 0.125, 0.5]",Fair,"alpha=0.0,eps=0.02",OK,"[0.211667, 0.100844, 0.101967, 0.105263, 0.480259]",0.09697671247591663,0.09470509463716333,-0.007063931888724126,-0.020000000000000007,0.5730728149414062,0.5763229370117188,0.003250122070312611,
dominant_verbosity,"[0.125, 0.125, 0.125, 0.125, 0.5]",Fair,"alpha=0.0,eps=0.05",OK,"[0.341668, 0.064611, 0.067417, 0.075658, 0.450646]",0.24244178118979157,0.23676273659290825,-0.017659829721810304,-0.05000000000000001,0.5730728149414062,0.5746246337890625,0.0015518188476563166,
dominant_verbosity,"[0.125, 0.125, 0.125, 0.125, 0.5]",Fair,"alpha=0.0,eps=0.1",OK,"[0.558336, 0.004222, 0.009833, 0.026317, 0.401293]",0.48488356237958313,0.4735254731858165,-0.03531965944362063,-0.10000000000000002,0.5730728149414062,0.5777679443359376,0.004695129394531428,
dominant_verbosity,"[0.125, 0.125, 0.125, 0.125, 0.5]",Fair,"alpha=0.5,eps=0.01",OK,"[0.125678, 0.125451, 0.12507, 0.124756, 0.499044]",0.0012817845515067888,0.0012985545803292989,-0.00034869050887099777,-0.0009594213490816719,0.5730728149414062,0.5740921020507812,0.0010192871093750444,
dominant_verbosity,"[0.125, 0.125, 0.125, 0.125, 0.5]",Fair,"alpha=0.5,eps=0.02",OK,"[0.126357, 0.125902, 0.125141, 0.124513, 0.498087]",0.00256356914741638,0.002597109199866151,-0.0006973810399113809,-0.0019188427580769704,0.5730728149414062,0.5751113891601562,0.002038574218750089,
dominant_verbosity,"[0.125, 0.125, 0.125, 0.125, 0.5]",Fair,"alpha=0.5,eps=0.05",OK,"[0.128392, 0.127256, 0.125352, 0.123782, 0.495218]",0.006408922770899495,0.006492772930749298,-0.001743452568384773,-0.0047971068106468315,0.5730728149414062,0.5771697998046875,0.004096984863281361,
dominant_verbosity,"[0.125, 0.125, 0.125, 0.125, 0.5]",Fair,"alpha=0.5,eps=0.1",OK,"[0.131784, 0.129512, 0.125705, 0.122564, 0.490435]",0.012817845263049433,0.012985545551518575,-0.0034869049143899963,-0.009594213019830825,0.5730728149414062,0.5816650390625,0.008592224121093839,
dominant_verbosity,"[0.125, 0.125, 0.125, 0.125, 0.5]",Fair,"alpha=1.0,eps=0.01",OK,"[0.125338, 0.125227, 0.12504, 0.124882, 0.499514]",0.0006461121477759498,0.0006545732293975486,-0.00017723766141280087,-0.0004875503395610521,0.5730728149414062,0.5740158081054687,0.0009429931640625444,
dominant_verbosity,"[0.125, 0.125, 0.125, 0.125, 0.5]",Fair,"alpha=1.0,eps=0.02",OK,"[0.125675, 0.125454, 0.125079, 0.124764, 0.499028]",0.00129222453526524,0.0013091467183009222,-0.00035447526907033067,-0.0009751005417032932,0.5730728149414062,0.5740921020507812,0.0010192871093750444,
dominant_verbosity,"[0.125, 0.125, 0.125, 0.125, 0.5]",Fair,"alpha=1.0,eps=0.05",OK,"[0.126688, 0.126136, 0.125198, 0.12441, 0.497569]",0.0032305608167948908,0.0032728662267232774,-0.0008861881767352671,-0.0024377513515968815,0.5730728149414062,0.5766372680664062,0.003564453125000089,
dominant_verbosity,"[0.125, 0.125, 0.125, 0.125, 0.5]",Fair,"alpha=1.0,eps=0.1",OK,"[0.128376, 0.127271, 0.125395, 0.12382, 0.495138]",0.006461121455535631,0.006545732265957702,-0.0017723765360264493,-0.004875503186314054,0.5730728149414062,0.5771697998046875,0.004096984863281361,
dominant_verbosity,"[0.125, 0.125, 0.125, 0.125, 0.5]",Fair,"alpha=2.0,eps=0.01",OK,"[0.125168, 0.125114, 0.125021, 0.124942, 0.499755]",0.00032434783523971393,0.00032859522048334734,-8.933697425379966e-05,-0.0002457210489429522,0.5730728149414062,0.5732284545898437,0.0001556396484375666,
dominant_verbosity,"[0.125, 0.125, 0.125, 0.125, 0.5]",Fair,"alpha=2.0,eps=0.02",OK,"[0.125337, 0.125228, 0.125042, 0.124884, 0.49951]",0.0006486955345880233,0.0006571903013826444,-0.00017867392503091072,-0.000491442032089672,0.5730728149414062,0.5740158081054687,0.0009429931640625444,
dominant_verbosity,"[0.125, 0.125, 0.125, 0.125, 0.5]",Fair,"alpha=2.0,eps=0.05",OK,"[0.125842, 0.12557, 0.125104, 0.12471, 0.498775]",0.0016217390989207712,0.0016429760247664317,-0.00044668484917318325,-0.001228605184037066,0.5730728149414062,0.5749099731445313,0.0018371582031251332,
dominant_verbosity,"[0.125, 0.125, 0.125, 0.125, 0.5]",Fair,"alpha=2.0,eps=0.1",OK,"[0.126684, 0.126139, 0.125208, 0.12442, 0.497549]",0.0032434784925506914,0.003285952336171058,-0.0008933698831112962,-0.002457210867276676,0.5730728149414062,0.5766372680664062,0.003564453125000089,
only_helpfulness,"[1.0, 0.0, 0.0, 0.0, 0.0]",Avg,rho=0.0,OK,"[1.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.51531982421875,0.51531982421875,0.0,same merge point as baseline
only_helpfulness,"[1.0, 0.0, 0.0, 0.0, 0.0]",Avg,rho=0.1,OK,"[1.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.51531982421875,0.51531982421875,0.0,same merge point as baseline
only_helpfulness,"[1.0, 0.0, 0.0, 0.0, 0.0]",Avg,rho=0.2,OK,"[1.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.51531982421875,0.51531982421875,0.0,same merge point as baseline
